iter	MultiClass
0	1.013666972
1	0.9442708132
2	0.8910661836
3	0.830728551
4	0.7756032739
5	0.721546382
6	0.6833980929
7	0.6459650011
8	0.6082702508
9	0.5771554953
10	0.5497956946
11	0.5242578124
12	0.4988000973
13	0.4752894553
14	0.4568535021
15	0.4332586903
16	0.412001415
17	0.3921246426
18	0.3766025861
19	0.3608798851
20	0.3467487172
21	0.3341066472
22	0.3200162808
23	0.3093309946
24	0.2978711192
25	0.2866132176
26	0.2776089261
27	0.2694075786
28	0.260937741
29	0.2516338959
30	0.2430112916
31	0.2350692133
32	0.2276945637
33	0.2208686455
34	0.2150046364
35	0.2096388796
36	0.2028350162
37	0.1970690711
38	0.1925058257
39	0.1871430047
40	0.1809601628
41	0.1768697672
42	0.1719781109
43	0.1680627085
44	0.1647239575
45	0.160503266
46	0.1563277359
47	0.1514863203
48	0.1483101212
49	0.1452227787
50	0.1422753091
51	0.1394227091
52	0.1368874762
53	0.1336967129
54	0.1309877127
55	0.1281962179
56	0.1260493318
57	0.1232384457
58	0.1205034036
59	0.117660463
60	0.1151880259
61	0.113059045
62	0.1110649705
63	0.1088118252
64	0.1068133901
65	0.1043556817
66	0.1025644581
67	0.1007793698
68	0.09939804281
69	0.09808556206
70	0.09639206449
71	0.09501111821
72	0.09389803426
73	0.09205987278
74	0.09111449411
75	0.08922597159
76	0.0877290906
77	0.08640735544
78	0.08543004584
79	0.08419274978
80	0.08329762087
81	0.08217469475
82	0.08119978697
83	0.07999697173
84	0.07881912104
85	0.07763435279
86	0.07639945123
87	0.07538907022
88	0.0745698467
89	0.07355402231
90	0.07258078312
91	0.07151783603
92	0.07083486553
93	0.06983062029
94	0.06855324704
95	0.06778965171
96	0.06683926084
97	0.06573265745
98	0.06505348073
99	0.06439177761
100	0.06376499809
101	0.06281971518
102	0.06211389176
103	0.06135822523
104	0.0606819576
105	0.05971592537
106	0.05892485258
107	0.05830003698
108	0.05763794128
109	0.05693984123
110	0.05625284921
111	0.05542024462
112	0.05483292832
113	0.05431857756
114	0.05385756967
115	0.05319281827
116	0.05269630443
117	0.05199012485
118	0.05136702558
119	0.05083545949
120	0.0504229507
121	0.04974541082
122	0.04927489859
123	0.04869050184
124	0.04826803335
125	0.04786476457
126	0.04740304177
127	0.04689320487
128	0.046468177
129	0.04588351317
130	0.04547947336
131	0.04490468642
132	0.04445206271
133	0.04395644215
134	0.04372356857
135	0.04338066402
136	0.04284908692
137	0.04242372723
138	0.04199888601
139	0.04150152748
140	0.04115464458
141	0.04081384254
142	0.04045071917
143	0.04016146068
144	0.0398010356
145	0.03944481727
146	0.03914165678
147	0.03890284127
148	0.03854716374
149	0.03823801501
150	0.03778645356
151	0.03751365423
152	0.03727856648
153	0.03700809436
154	0.03674922417
155	0.03647895525
156	0.0362114744
157	0.03591392785
158	0.03563876016
159	0.03542479105
160	0.03516586076
161	0.03487896066
162	0.03464896039
163	0.03438157481
164	0.03412814218
165	0.03385746101
166	0.03352914341
167	0.03329081185
168	0.03305157269
169	0.03278333055
170	0.03251087284
171	0.03222752435
172	0.03194091182
173	0.03170207862
174	0.03148994238
175	0.03127412469
176	0.03105802463
177	0.030880206
178	0.0307163807
179	0.03051282231
180	0.03033389561
181	0.03014841977
182	0.02988217863
183	0.02960107757
184	0.02939782797
185	0.02921220669
186	0.02898160754
187	0.0288227228
188	0.02863886776
189	0.02844325734
190	0.0282550964
191	0.02808941194
192	0.02788547085
193	0.02770409089
194	0.02756305492
195	0.02738155411
196	0.02723432747
197	0.02708939316
198	0.02696901329
199	0.02680064534
200	0.02659761889
201	0.02646317268
202	0.02630637686
203	0.02611050068
204	0.02596734871
205	0.02580032894
206	0.02565478323
207	0.02549817342
208	0.02535853422
209	0.02523565552
210	0.02512177999
211	0.02496662893
212	0.02484993873
213	0.02467481608
214	0.02449414028
215	0.02430793079
216	0.02418039247
217	0.02403838181
218	0.02391366377
219	0.02378817299
220	0.02368707789
221	0.02358566932
222	0.02341803136
223	0.02331295743
224	0.02319903361
225	0.02306311225
226	0.02296012338
227	0.02282609251
228	0.02273335829
229	0.02256507597
230	0.02245889743
231	0.02235848187
232	0.02224573851
233	0.02214441646
234	0.02205071694
235	0.02189797009
236	0.02181199719
237	0.02172161164
238	0.0215810354
239	0.02148367361
240	0.02137013478
241	0.02127205208
242	0.02117946188
243	0.0210320233
244	0.02093393564
245	0.02082892727
246	0.02069765253
247	0.02060867491
248	0.02052045781
249	0.02041473344
250	0.02032662242
251	0.0202327105
252	0.02017841518
253	0.02006643716
254	0.01996399223
255	0.01986902515
256	0.01980012123
257	0.01968313735
258	0.01958521389
259	0.01949797158
260	0.0193773178
261	0.01928725452
262	0.01921433443
263	0.01913852662
264	0.01907446811
265	0.01899312585
266	0.01891621165
267	0.01881017262
268	0.01870432973
269	0.01864585133
270	0.01858455594
271	0.01851057758
272	0.01844639375
273	0.01834375592
274	0.01826444031
275	0.0181794671
276	0.01809713188
277	0.01802077648
278	0.01793033302
279	0.01786762949
280	0.01779692449
281	0.01773157486
282	0.01763714508
283	0.0175563096
284	0.01750501479
285	0.01743221686
286	0.01734825013
287	0.01727434494
288	0.01720782967
289	0.01714674048
290	0.01707999211
291	0.01702471714
292	0.01694787765
293	0.01690207317
294	0.01684438233
295	0.0167656764
296	0.01668097984
297	0.0166291969
298	0.01657783899
299	0.01652575503
300	0.01645835356
301	0.01639061082
302	0.01632994429
303	0.01623403344
304	0.01617290861
305	0.0161136739
306	0.01604531114
307	0.0160005592
308	0.01593213624
309	0.01587820265
310	0.015826787
311	0.01577803792
312	0.01573998727
313	0.01568993983
314	0.01564466439
315	0.01559497989
316	0.01555332465
317	0.0154979863
318	0.01542503336
319	0.0153727007
320	0.01531558161
321	0.01527354731
322	0.01519309576
323	0.01513899222
324	0.01508290658
325	0.01502866989
326	0.01496514096
327	0.01490906117
328	0.0148348755
329	0.0147682804
330	0.01469660816
331	0.0146489337
332	0.01460553112
333	0.01457059274
334	0.0145272989
335	0.01445383946
336	0.01441027658
337	0.01435373309
338	0.01429118889
339	0.01425409695
340	0.01420217224
341	0.01414643202
342	0.01409929843
343	0.0140494588
344	0.01400437849
345	0.01394097207
346	0.01390176109
347	0.01385468573
348	0.01379619781
349	0.01374296745
350	0.01369599627
351	0.01365542055
352	0.01361108085
353	0.01356470327
354	0.01352309932
355	0.0134774986
356	0.01344097268
357	0.01339927804
358	0.01334931299
359	0.01330013507
360	0.01325075917
361	0.01320792527
362	0.01316276102
363	0.01312920694
364	0.01308132459
365	0.0130468122
366	0.01300641025
367	0.01297543546
368	0.01293829322
369	0.01289569129
370	0.0128630145
371	0.01283193509
372	0.01279108517
373	0.01274356462
374	0.01271304404
375	0.01267392058
376	0.01264243819
377	0.01260549642
378	0.01256937582
379	0.01252604477
380	0.01248459451
381	0.01245593772
382	0.0124263218
383	0.01238489441
384	0.01235470992
385	0.01231653662
386	0.01228401929
387	0.01225400953
388	0.01220325987
389	0.01217426045
390	0.01214688998
391	0.01209900873
392	0.01206039355
393	0.01201863414
394	0.011992406
395	0.01195889117
396	0.01193043238
397	0.0119015383
398	0.01186485188
399	0.01183189808
400	0.01181054773
401	0.01177482956
402	0.01174168416
403	0.01171192035
404	0.01166534182
405	0.01162523444
406	0.01159891819
407	0.01157332286
408	0.01154399222
409	0.01152052975
410	0.01148882377
411	0.01145484731
412	0.01142207517
413	0.01139642796
414	0.01136095595
415	0.01133696819
416	0.01129735054
417	0.01126904566
418	0.01122795905
419	0.01119657222
420	0.01116466069
421	0.01114003647
422	0.01111154439
423	0.0110817462
424	0.01104863277
425	0.01101960496
426	0.01099151423
427	0.01095691088
428	0.01092775219
429	0.01089941129
430	0.01087128542
431	0.01083611079
432	0.01081717011
433	0.01079028719
434	0.01075431196
435	0.01071932984
436	0.01069320754
437	0.01066404797
438	0.01062963859
439	0.01059437405
440	0.01057171361
441	0.01054462438
442	0.01051408025
443	0.01049174218
444	0.01047064641
445	0.01043499773
446	0.01040284455
447	0.01037178492
448	0.01034957849
449	0.01033205926
450	0.01030391493
451	0.01027669404
452	0.01025287744
453	0.01023242509
454	0.01020481263
455	0.01017320172
456	0.01014113974
457	0.01012010651
458	0.01010013419
459	0.01007967329
460	0.01005556661
461	0.01003023822
462	0.01001033908
463	0.009989555745
464	0.00996211061
465	0.009947697906
466	0.009925808113
467	0.009895607245
468	0.009868035993
469	0.009843671937
470	0.009815293526
471	0.009791640996
472	0.009778629101
473	0.009758337018
