,host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
1870,2015.0,0,1.0,1,0,East Downtown,House,Entire home/apt,12,2.0,4.0,5.0,Real Bed,15,650.0,10,50.0,3,1,0,0,0,23,0,0,flexible
1871,2014.0,0,1.0,1,1,East Downtown,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,13,300.0,1,0.0,1,1,0,0,0,208,0,0,flexible
1872,2015.0,0,1.0,1,1,East Downtown,Townhouse,Entire home/apt,6,2.5,3.0,3.0,Real Bed,17,650.0,1,0.0,2,1,14,27,39,169,0,0,strict
1873,2015.0,0,1.0,1,0,East Downtown,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,6,450.0,2,25.0,1,1,0,0,0,220,0,0,flexible
1874,2014.0,1,1.0,1,1,East Downtown,House,Entire home/apt,3,1.0,2.0,2.0,Real Bed,11,150.0,2,0.0,2,1,26,56,86,361,14,0,strict
1875,2012.0,0,1.0,1,1,Rosewood,House,Entire home/apt,10,3.0,4.0,8.0,Real Bed,11,600.0,1,0.0,3,1,0,0,0,79,3,0,moderate
1876,2009.0,0,4.0,1,1,East Downtown,Camper/RV,Entire home/apt,2,1.0,1.0,1.0,Real Bed,15,85.0,0,0.0,2,1,12,26,39,258,110,0,strict
1877,2014.0,0,1.0,1,1,Rosewood,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,17,495.0,1,0.0,4,1,30,60,90,365,0,0,moderate
1878,2013.0,0,2.0,1,1,East Downtown,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,14,1000.0,1,0.0,1,1,0,0,0,67,0,0,flexible
1879,2015.0,0,1.0,1,0,East Downtown,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,10,152.0,4,25.0,2,1,18,48,78,346,14,0,strict
1880,2014.0,0,2.0,1,0,Holly,Apartment,Entire home/apt,4,1.0,0.0,2.0,Real Bed,11,200.0,2,25.0,1,1,30,60,90,365,2,0,strict
1881,2014.0,0,1.0,1,1,Holly,Loft,Entire home/apt,1,1.0,0.0,1.0,Real Bed,14,299.0,1,0.0,2,1,29,59,89,364,0,0,flexible
1882,2010.0,0,1.0,1,0,Cesar Chavez,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,300.0,1,0.0,1,1,30,60,90,365,0,1,flexible
1883,2011.0,0,1.0,1,1,East Downtown,House,Entire home/apt,7,2.5,3.0,3.0,Real Bed,15,600.0,1,0.0,1,1,0,0,0,12,0,0,flexible
1884,2010.0,0,1.0,1,1,East Downtown,Loft,Entire home/apt,4,1.5,2.0,2.0,Real Bed,15,473.0,2,0.0,3,1,28,58,88,357,3,0,strict
1885,2015.0,0,1.0,1,1,East Downtown,House,Entire home/apt,7,2.0,3.0,3.0,Real Bed,11,300.0,1,0.0,3,1,29,59,89,357,0,0,flexible
1886,2011.0,1,1.0,1,0,East Downtown,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,17,375.0,4,50.0,2,1,0,0,0,189,25,1,strict
1889,2014.0,0,14.0,1,1,East Downtown,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,15,248.0,1,0.0,2,1,28,58,88,363,4,0,strict
1890,2010.0,0,1.0,1,1,East Downtown,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,12,149.0,3,50.0,2,1,0,0,0,232,0,0,strict
1891,2013.0,0,1.0,1,1,East Downtown,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,17,300.0,1,0.0,2,1,9,17,47,322,2,0,strict
1892,2014.0,0,1.0,1,1,East Downtown,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,15,250.0,8,0.0,2,1,0,0,0,0,5,0,strict
1893,2013.0,0,1.0,1,1,East Downtown,Other,Entire home/apt,6,2.0,2.0,2.0,Real Bed,13,675.0,1,0.0,1,1,30,60,90,365,0,0,flexible
1894,2011.0,1,4.0,1,1,East Downtown,House,Entire home/apt,10,3.0,4.0,5.0,Real Bed,16,685.0,1,0.0,3,1,12,42,72,343,5,0,strict
1895,2011.0,0,1.0,1,1,East Downtown,House,Entire home/apt,9,2.0,3.0,5.0,Real Bed,15,450.0,1,0.0,1,1,29,59,89,364,4,0,flexible
1896,2009.0,0,1.0,1,0,East Downtown,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,13,179.0,1,0.0,2,1,8,38,68,329,1,0,strict
1897,2011.0,0,7.0,1,1,East Downtown,House,Entire home/apt,10,3.0,4.0,4.0,Real Bed,20,250.0,6,25.0,2,1,9,39,69,328,7,1,flexible
1898,2012.0,0,1.0,1,1,East Downtown,House,Entire home/apt,3,1.5,1.0,1.0,Real Bed,12,140.0,2,30.0,2,1,15,45,75,350,17,0,moderate
1899,2012.0,0,1.0,1,1,Rosewood,House,Private room,4,1.0,1.0,3.0,Real Bed,17,75.0,2,50.0,2,1,9,39,69,340,0,0,flexible
1900,2013.0,0,1.0,1,0,East Downtown,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,12,1999.0,1,0.0,3,1,30,60,90,365,0,0,strict
1901,2015.0,0,1.0,1,0,East Downtown,Camper/RV,Entire home/apt,3,0.5,1.0,2.0,Real Bed,12,120.0,1,30.0,1,1,28,58,88,363,3,0,moderate
1902,2013.0,1,2.0,1,1,East Downtown,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,11,225.0,4,25.0,3,1,0,13,13,250,6,0,strict
1903,2012.0,1,1.0,1,1,East Downtown,House,Entire home/apt,10,2.5,3.0,4.0,Real Bed,13,500.0,1,0.0,2,1,28,58,88,363,17,1,moderate
1905,2013.0,0,1.0,1,1,East Downtown,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,17,250.0,4,20.0,2,1,20,50,80,349,2,0,strict
1906,2013.0,0,1.0,1,0,Holly,House,Entire home/apt,8,3.0,3.0,3.0,Real Bed,13,975.0,1,0.0,1,1,30,60,90,365,1,0,strict
1907,2013.0,0,1.0,1,1,East Downtown,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,12,175.0,3,0.0,3,1,0,0,0,44,1,0,strict
1908,2015.0,0,1.0,1,1,Holly,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,17,700.0,1,0.0,1,1,30,60,90,365,0,0,strict
1909,2013.0,0,1.0,1,0,East Downtown,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,16,1000.0,1,0.0,5,1,30,60,90,365,0,0,strict
1910,2014.0,0,1.0,1,1,East Downtown,Loft,Entire home/apt,2,1.5,1.0,1.0,Real Bed,17,190.0,2,75.0,2,1,0,0,0,13,6,0,moderate
1911,2012.0,0,1.0,1,1,East Downtown,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,11,1000.0,1,0.0,3,1,30,60,90,365,0,0,strict
1912,2015.0,0,1.0,1,1,East Downtown,House,Entire home/apt,5,2.0,3.0,3.0,Real Bed,16,350.0,5,50.0,1,1,24,54,84,349,18,1,moderate
1913,2013.0,0,2.0,1,0,Holly,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,2,450.0,1,0.0,2,1,30,60,90,365,1,0,moderate
1914,2013.0,0,1.0,1,1,East Downtown,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,14,129.0,3,50.0,2,1,0,0,0,227,5,0,moderate
1915,2015.0,0,1.0,1,1,Holly,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,12,118.0,1,0.0,1,1,6,36,66,331,43,0,strict
1916,2014.0,0,1.0,1,1,East Downtown,House,Entire home/apt,6,3.0,3.0,5.0,Real Bed,14,350.0,4,50.0,2,1,26,56,86,358,4,0,strict
1917,2014.0,0,1.0,1,1,East Downtown,House,Entire home/apt,5,2.0,3.0,2.0,Real Bed,10,295.0,4,50.0,2,1,30,60,90,365,0,0,strict
1919,2012.0,1,3.0,1,1,East Downtown,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,21,1500.0,1,0.0,5,1,0,0,0,138,0,0,strict
1920,2012.0,0,1.0,1,0,East Downtown,House,Entire home/apt,4,2.0,3.0,3.0,Real Bed,10,1200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
1921,2014.0,0,1.0,1,0,East Downtown,House,Entire home/apt,6,2.5,2.0,2.0,Real Bed,15,300.0,4,0.0,1,1,29,59,89,364,1,0,strict
1922,2009.0,0,4.0,1,1,East Downtown,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,14,459.0,6,0.0,2,1,17,40,61,323,14,0,strict
1923,2011.0,0,1.0,1,1,East Downtown,House,Entire home/apt,8,2.0,3.0,5.0,Real Bed,15,699.0,1,0.0,2,1,28,58,88,363,1,0,strict
1924,2014.0,0,1.0,1,0,East Downtown,House,Entire home/apt,4,2.0,2.0,2.0,Real Bed,17,300.0,1,0.0,1,1,0,0,0,0,0,0,flexible
1925,2013.0,0,1.0,1,0,East Downtown,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,14,350.0,4,100.0,2,1,28,58,88,363,4,0,strict
1926,2013.0,0,2.0,1,1,East Downtown,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,15,390.0,1,0.0,1,1,30,60,90,365,1,0,flexible
1927,2012.0,1,3.0,1,1,Rosewood,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,13,200.0,6,30.0,2,1,18,36,50,140,36,0,strict
1928,2012.0,1,2.0,1,1,Holly,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,13,225.0,6,0.0,1,1,21,51,81,346,70,0,moderate
1929,2012.0,0,9.0,1,1,East Downtown,House,Entire home/apt,10,3.0,5.0,5.0,Real Bed,15,350.0,8,25.0,3,1,4,18,35,297,7,0,strict
1930,2013.0,0,2.0,1,1,East Downtown,House,Entire home/apt,3,1.0,1.0,1.0,Real Bed,10,300.0,1,0.0,2,1,0,0,10,249,6,0,strict
1931,2014.0,0,3.0,1,1,Holly,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,6,199.0,4,35.0,3,1,0,5,35,300,7,0,flexible
