host_since,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,price,guests_included,extra_people,minimum_nights,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,cancellation_policy
2014.0,1,2.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,20,50.0,1,0.0,1,1,0,6,36,311,5,0,moderate
2013.0,0,1.0,1,0,House,Private room,1,1.0,1.0,1.0,Real Bed,12,100.0,1,0.0,1,1,30,60,90,365,0,0,moderate
2015.0,0,1.0,1,1,Townhouse,Private room,2,1.0,1.0,1.0,Real Bed,12,50.0,0,0.0,1,1,13,42,72,347,1,0,flexible
2015.0,0,1.0,1,0,House,Private room,1,1.0,1.0,1.0,Real Bed,10,40.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2013.0,0,2.0,1,1,House,Entire home/apt,6,2.5,4.0,5.0,Real Bed,14,125.0,1,0.0,7,1,20,32,62,152,0,0,flexible
2010.0,0,1.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,20,50.0,0,0.0,3,1,13,43,73,73,0,0,flexible
2012.0,1,2.0,1,1,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,19,148.0,1,20.0,1,1,30,60,90,365,0,0,strict
2011.0,1,4.0,1,1,Loft,Entire home/apt,8,2.0,3.0,3.0,Real Bed,20,180.0,6,40.0,1,1,4,23,53,143,1,0,moderate
2015.0,0,1.0,1,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,18,79.0,1,0.0,2,1,28,58,88,178,0,0,flexible
2012.0,1,2.0,1,1,House,Private room,3,1.0,1.0,1.0,Real Bed,20,75.0,2,20.0,2,1,29,59,89,364,37,0,strict
2014.0,0,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,13,50.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2013.0,0,2.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,18,56.0,1,0.0,1,1,22,32,62,165,0,0,flexible
2013.0,0,1.0,1,1,House,Entire home/apt,9,2.0,4.0,7.0,Real Bed,12,140.0,6,30.0,3,1,16,39,69,333,3,0,moderate
2015.0,0,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,16,59.0,1,0.0,2,1,30,60,90,90,0,0,flexible
2015.0,0,6.0,1,1,Apartment,Shared room,1,1.0,1.0,1.0,Real Bed,23,20.0,1,0.0,1,1,24,54,84,359,3,1,strict
2011.0,1,4.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,19,67.0,2,30.0,1,1,4,23,53,129,36,0,flexible
2009.0,1,2.0,1,1,House,Private room,1,1.0,1.0,1.0,Real Bed,13,35.0,1,0.0,1,1,7,10,37,37,2,0,flexible
2014.0,1,2.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,19,48.0,1,0.0,1,1,20,25,50,316,31,1,moderate
2013.0,0,1.0,1,0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,15,180.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2009.0,1,2.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,20,36.0,2,0.0,1,1,8,17,43,96,180,0,moderate
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,3,1.0,1.0,1.0,Real Bed,19,55.0,2,10.0,1,1,30,60,90,365,10,0,strict
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,16,65.0,2,10.0,1,1,0,0,5,280,9,0,strict
2011.0,0,3.0,1,1,House,Private room,4,1.0,1.0,2.0,Real Bed,26,80.0,4,0.0,2,1,28,58,88,363,8,0,moderate
2015.0,0,1.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,7,260.0,4,20.0,1,1,0,0,0,5,0,0,flexible
2015.0,1,2.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,17,70.0,0,0.0,3,1,8,8,8,281,0,0,strict
2013.0,1,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,15,50.0,0,0.0,1,1,29,59,89,179,9,0,moderate
2013.0,1,9.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,16,50.0,1,25.0,1,1,29,59,89,89,20,0,strict
2014.0,0,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Futon,21,50.0,1,15.0,1,1,30,57,87,362,7,0,moderate
2014.0,0,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,16,60.0,1,0.0,1,1,19,49,79,354,4,1,moderate
2013.0,0,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,14,200.0,3,50.0,1,1,30,60,90,365,1,0,moderate
2013.0,0,1.0,1,1,House,Private room,3,1.0,1.0,2.0,Real Bed,17,130.0,1,0.0,1,1,0,0,0,74,0,0,flexible
2014.0,0,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,17,60.0,1,40.0,2,1,21,51,81,356,0,0,strict
2012.0,0,2.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,17,46.0,1,10.0,1,1,30,60,90,365,0,0,moderate
2013.0,0,1.0,1,1,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,8,30.0,2,10.0,4,1,7,37,57,330,0,0,moderate
2011.0,1,1.0,1,1,House,Entire home/apt,10,2.0,4.0,6.0,Real Bed,18,350.0,8,25.0,2,1,15,37,64,330,94,1,strict
2013.0,0,1.0,1,1,House,Entire home/apt,3,1.0,0.0,1.0,Real Bed,12,125.0,1,0.0,1,1,21,40,70,345,3,0,flexible
2015.0,0,1.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,150.0,1,0.0,2,1,0,0,0,22,0,0,flexible
2014.0,0,1.0,1,0,House,Entire home/apt,7,1.5,3.0,3.0,Real Bed,13,500.0,7,10.0,4,1,30,60,90,365,0,0,strict
2011.0,0,1.0,1,1,House,Entire home/apt,12,1.0,3.0,4.0,Real Bed,15,150.0,4,25.0,1,1,27,57,87,362,37,0,moderate
2014.0,0,1.0,1,0,House,Entire home/apt,9,1.0,2.0,2.0,Real Bed,14,250.0,1,0.0,4,1,30,60,90,365,0,0,flexible
2015.0,0,1.0,1,1,House,Entire home/apt,12,2.0,3.0,2.0,Real Bed,12,150.0,4,25.0,2,1,5,5,5,39,0,0,moderate
2012.0,0,2.0,1,1,House,Entire home/apt,8,1.0,3.0,3.0,Real Bed,18,189.0,4,15.0,2,1,30,60,90,365,3,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,10,1.0,3.0,3.0,Real Bed,13,150.0,4,25.0,1,1,24,51,81,356,0,0,moderate
2014.0,0,2.0,1,1,Condominium,Entire home/apt,4,2.0,2.0,2.0,Real Bed,16,110.0,4,15.0,2,1,8,24,24,87,1,0,flexible
2013.0,0,1.0,1,1,Apartment,Private room,2,1.0,1.0,1.0,Pull-out Sofa,12,50.0,1,5.0,2,1,0,0,0,5,12,0,strict
2012.0,0,1.0,1,1,Apartment,Shared room,1,1.0,1.0,1.0,Couch,15,40.0,1,25.0,1,1,30,60,90,365,3,0,flexible
2015.0,0,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,10,50.0,1,0.0,1,1,24,49,79,354,1,0,flexible
2014.0,0,1.0,1,1,House,Private room,4,1.0,1.0,2.0,Real Bed,18,200.0,2,50.0,1,1,30,60,90,365,3,0,flexible
2011.0,0,3.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,17,42.0,2,0.0,1,1,28,58,88,363,8,0,moderate
2014.0,0,1.0,1,1,House,Entire home/apt,7,1.0,3.0,3.0,Real Bed,13,252.0,6,20.0,2,1,27,57,87,362,8,0,moderate
2014.0,0,1.0,1,1,House,Entire home/apt,6,1.0,1.0,5.0,Real Bed,12,85.0,1,0.0,1,1,24,54,84,359,29,1,strict
2013.0,0,2.0,1,1,House,Entire home/apt,6,2.0,4.0,3.0,Real Bed,18,275.0,6,30.0,1,1,16,40,70,160,3,0,moderate
2014.0,0,1.0,1,0,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,11,500.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2013.0,0,2.0,1,1,House,Private room,4,1.0,1.0,2.0,Real Bed,20,50.0,2,20.0,1,1,6,22,52,52,6,0,moderate
2014.0,0,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,13,50.0,2,0.0,1,1,23,53,83,173,9,0,moderate
2012.0,0,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,14,75.0,1,0.0,1,1,30,60,90,365,3,0,strict
2013.0,0,1.0,1,1,House,Private room,1,1.0,1.0,1.0,Real Bed,6,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2015.0,1,2.0,1,1,Apartment,Shared room,2,1.0,1.0,1.0,Airbed,15,35.0,1,0.0,1,1,12,26,26,241,17,0,flexible
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,3,0.0,1.0,1.0,Real Bed,17,49.0,2,10.0,1,1,23,53,83,358,15,0,strict
2015.0,0,1.0,1,0,Apartment,Shared room,3,1.5,1.0,1.0,Real Bed,13,50.0,1,0.0,1,1,28,58,88,363,6,0,flexible
2014.0,0,1.0,1,0,House,Shared room,1,1.0,1.0,1.0,Futon,8,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,2,0.0,1.0,1.0,Real Bed,17,45.0,1,0.0,1,1,0,20,50,325,14,0,strict
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,2,2.0,1.0,1.0,Real Bed,15,65.0,2,10.0,1,1,0,18,48,323,0,0,strict
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,17,55.0,2,0.0,1,1,30,60,90,365,8,0,strict
2014.0,0,1.0,1,0,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,17,200.0,1,0.0,1,1,27,57,87,362,2,0,flexible
2011.0,0,1.0,1,1,House,Entire home/apt,12,2.0,4.0,7.0,Real Bed,20,325.0,2,25.0,2,1,5,35,65,340,43,0,moderate
2014.0,0,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,18,73.0,1,10.0,1,1,30,60,90,365,1,0,flexible
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,1,1.0,1.0,1.0,Real Bed,19,55.0,1,10.0,1,1,4,34,64,339,5,0,strict
2014.0,1,1.0,1,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,20,99.0,2,0.0,1,1,13,43,73,348,41,0,flexible
2013.0,0,2.0,1,1,House,Entire home/apt,5,1.0,3.0,3.0,Real Bed,14,119.0,1,0.0,3,1,11,36,66,330,30,1,moderate
2013.0,1,9.0,1,1,House,Private room,1,1.0,1.0,1.0,Real Bed,11,45.0,1,15.0,2,1,17,47,77,352,44,0,strict
2012.0,1,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,10,65.0,2,0.0,1,1,18,46,76,343,20,0,flexible
2014.0,0,1.0,1,0,House,Private room,2,1.5,1.0,1.0,Real Bed,16,125.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2014.0,0,1.0,1,0,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,14,480.0,1,0.0,2,1,0,0,0,215,0,0,flexible
2014.0,0,1.0,1,0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,19,280.0,1,0.0,1,1,13,43,73,348,0,0,flexible
2013.0,1,1.0,1,0,House,Entire home/apt,8,3.0,4.0,3.0,Real Bed,19,295.0,6,20.0,1,1,0,0,3,48,12,0,moderate
2013.0,1,3.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,19,49.0,2,25.0,1,1,21,43,65,320,13,0,moderate
2014.0,0,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,14,75.0,2,40.0,1,1,29,54,54,286,7,0,moderate
2011.0,1,1.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,13,54.0,2,7.0,2,1,24,54,72,347,99,0,moderate
2012.0,0,1.0,1,1,House,Private room,2,1.5,1.0,1.0,Real Bed,19,65.0,1,10.0,2,1,24,54,84,359,14,0,strict
2011.0,1,12.0,1,0,Bed & Breakfast,Private room,3,1.0,1.0,1.0,Real Bed,17,65.0,2,10.0,1,1,30,60,90,365,14,0,strict
2013.0,1,3.0,1,1,House,Private room,4,1.0,1.0,3.0,Real Bed,19,100.0,5,0.0,1,1,21,43,65,324,5,0,strict
2015.0,0,1.0,1,0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,11,30.0,1,0.0,1,1,29,59,89,364,0,0,flexible
2014.0,0,1.0,1,0,House,Entire home/apt,6,1.5,2.0,2.0,Real Bed,10,200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2015.0,0,1.0,1,1,House,Entire home/apt,4,2.0,3.0,2.0,Real Bed,8,460.0,1,0.0,1,1,0,0,0,250,0,0,flexible
2011.0,0,3.0,1,1,House,Entire home/apt,10,2.0,3.0,4.0,Real Bed,24,199.0,8,25.0,2,1,27,57,87,362,26,0,strict
2013.0,1,9.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,12,75.0,2,25.0,2,1,29,59,89,364,7,0,strict
2015.0,0,1.0,1,1,Condominium,Entire home/apt,8,1.0,1.0,4.0,Real Bed,22,119.0,2,20.0,1,1,28,58,88,363,6,1,strict
2013.0,1,3.0,1,1,House,Entire home/apt,16,2.0,5.0,5.0,Real Bed,19,295.0,8,20.0,1,1,22,52,82,355,35,0,strict
2011.0,0,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Pull-out Sofa,18,80.0,2,25.0,1,1,30,60,90,365,0,0,strict
2015.0,0,1.0,1,1,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,14,299.0,1,0.0,1,1,14,26,38,213,0,0,flexible
2014.0,0,1.0,1,1,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,17,175.0,1,0.0,1,1,9,9,9,118,1,0,strict
2013.0,0,1.0,0,0,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,12,600.0,1,0.0,4,1,30,60,90,365,1,0,strict
2014.0,0,1.0,1,1,Apartment,Shared room,4,1.0,1.0,2.0,Real Bed,16,150.0,1,0.0,2,1,12,20,20,87,1,0,strict
2014.0,0,3.0,1,1,House,Entire home/apt,4,1.0,2.0,3.0,Real Bed,6,186.0,4,0.0,3,1,27,57,87,362,6,0,flexible
2013.0,0,2.0,1,1,Apartment,Entire home/apt,6,1.0,1.0,2.0,Real Bed,13,108.0,4,30.0,1,1,30,60,90,365,17,0,flexible
2013.0,0,1.0,1,1,House,Entire home/apt,6,2.0,3.0,4.0,Real Bed,12,400.0,4,100.0,2,1,30,60,90,355,4,0,moderate
2013.0,0,1.0,1,0,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,19,600.0,6,25.0,3,1,0,0,0,219,0,0,flexible
2015.0,0,1.0,1,1,Condominium,Entire home/apt,3,1.0,1.0,1.0,Real Bed,11,125.0,1,0.0,1,1,25,53,83,83,2,1,moderate
2014.0,0,8.0,1,1,Apartment,Entire home/apt,6,1.0,2.0,4.0,Real Bed,1,195.0,1,0.0,2,1,18,39,49,298,2,0,strict
2013.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,1,300.0,1,0.0,1,1,0,0,0,219,0,0,flexible
2015.0,0,1.0,1,1,House,Entire home/apt,10,2.5,4.0,6.0,Real Bed,17,500.0,8,30.0,1,1,21,44,74,345,10,0,strict
2013.0,1,1.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,13,99.0,2,0.0,2,1,23,53,83,173,43,0,strict
2010.0,0,2.0,1,1,House,Entire home/apt,5,1.0,2.0,1.0,Real Bed,17,208.0,2,50.0,2,1,14,44,74,349,6,0,moderate
2014.0,0,1.0,1,0,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,10,300.0,1,0.0,1,1,26,56,86,361,0,0,flexible
2015.0,0,1.0,1,0,Apartment,Entire home/apt,6,1.0,1.0,1.0,Real Bed,7,1200.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2014.0,0,2.0,1,0,House,Entire home/apt,6,2.0,2.0,3.0,Real Bed,16,200.0,4,0.0,2,1,0,28,55,274,6,0,strict
2015.0,0,3.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,59.0,1,10.0,2,1,9,9,9,135,2,0,strict
2014.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,19,98.0,1,0.0,1,1,11,41,71,346,5,0,moderate
2013.0,0,1.0,1,1,Apartment,Shared room,5,1.0,1.0,2.0,Real Bed,12,170.0,1,25.0,1,1,30,60,90,365,1,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,11,350.0,1,0.0,1,1,30,60,90,365,0,0,strict
2012.0,0,1.0,1,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,265.0,1,0.0,2,1,30,60,90,365,0,0,strict
2011.0,0,1.0,1,1,Apartment,Entire home/apt,6,2.0,2.0,2.0,Real Bed,12,250.0,6,50.0,2,1,29,59,89,364,13,0,moderate
2012.0,0,1.0,1,1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,13,99.0,1,0.0,2,1,28,58,88,363,11,0,moderate
2015.0,0,301.0,1,1,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,14,595.0,1,0.0,2,1,28,58,88,357,0,0,strict
2011.0,1,4.0,1,0,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,60.0,1,10.0,2,1,15,15,15,15,174,0,strict
2014.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,12,125.0,1,0.0,2,1,30,60,90,365,9,0,flexible
2013.0,1,2.0,1,1,House,Entire home/apt,6,2.5,3.0,4.0,Real Bed,15,750.0,0,0.0,4,1,0,0,0,222,3,0,strict
2013.0,0,1.0,1,1,Apartment,Entire home/apt,5,1.0,1.0,1.0,Real Bed,21,200.0,3,20.0,2,1,9,17,29,89,11,0,moderate
2012.0,0,1.0,1,0,Other,Entire home/apt,4,2.5,2.0,2.0,Real Bed,12,225.0,1,0.0,1,1,0,3,33,308,3,0,flexible
2015.0,0,1.0,1,1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,16,100.0,1,0.0,1,1,4,30,30,45,3,0,flexible
2015.0,0,3.0,1,1,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,12,59.0,1,10.0,2,1,11,11,11,11,2,0,flexible
2010.0,0,3.0,1,1,House,Entire home/apt,6,1.0,3.0,3.0,Real Bed,18,145.0,3,40.0,2,1,28,58,88,88,24,0,moderate
2012.0,1,2.0,1,1,House,Entire home/apt,2,1.5,1.0,1.0,Real Bed,12,175.0,2,0.0,1,1,0,3,33,308,4,0,strict
2015.0,0,1.0,1,1,House,Entire home/apt,6,2.0,2.0,2.0,Real Bed,16,275.0,1,0.0,1,1,30,60,90,365,2,0,moderate
2013.0,0,1.0,1,1,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,19,500.0,4,0.0,2,1,19,45,72,344,10,0,strict
2013.0,0,1.0,1,0,House,Entire home/apt,8,2.5,4.0,5.0,Real Bed,14,595.0,8,50.0,3,1,30,60,90,365,10,0,strict
2011.0,0,1.0,1,0,House,Entire home/apt,8,2.0,3.0,3.0,Real Bed,14,500.0,1,0.0,1,1,30,60,90,365,0,1,flexible
2014.0,0,1.0,1,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,14,200.0,1,0.0,2,1,28,58,88,363,0,0,flexible
2015.0,0,301.0,1,1,House,Entire home/apt,6,2.0,3.0,3.0,Real Bed,16,399.0,1,0.0,2,1,27,57,87,362,1,0,strict
2013.0,1,1.0,1,1,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,9,250.0,2,0.0,3,1,0,2,2,28,42,0,strict
2014.0,0,2.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,15,350.0,1,0.0,5,1,0,3,33,308,1,0,moderate
2013.0,0,1.0,1,1,House,Entire home/apt,4,2.0,2.0,3.0,Real Bed,15,200.0,5,0.0,3,1,15,23,43,318,5,0,strict
2011.0,0,19.0,1,1,House,Entire home/apt,4,1.0,1.0,3.0,Real Bed,16,149.0,1,0.0,2,1,22,52,61,303,1,0,strict
2010.0,0,1.0,1,1,House,Entire home/apt,4,1.0,1.0,1.0,Real Bed,14,140.0,1,0.0,2,1,12,42,67,303,4,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,15,200.0,6,50.0,3,1,0,0,0,250,4,0,strict
2014.0,1,2.0,1,1,Condominium,Entire home/apt,4,1.0,0.0,3.0,Real Bed,12,119.0,1,0.0,1,1,11,37,67,335,13,1,moderate
2011.0,0,2.0,1,0,House,Entire home/apt,6,3.0,3.0,3.0,Real Bed,6,899.0,1,0.0,3,1,0,0,0,46,1,1,moderate
2014.0,0,1.0,1,0,Apartment,Entire home/apt,5,2.0,2.0,2.0,Real Bed,14,300.0,1,0.0,1,1,30,60,90,365,1,0,flexible
2015.0,0,1.0,1,0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,16,150.0,1,0.0,1,1,10,18,26,260,3,0,flexible
2012.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,19,165.0,3,75.0,1,1,30,60,90,365,1,0,moderate
2015.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,9,100.0,1,0.0,1,1,29,59,89,364,10,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,6,1.0,2.0,3.0,Real Bed,13,200.0,6,0.0,1,1,2,7,37,312,4,0,moderate
2011.0,1,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,11,80.0,0,0.0,2,1,17,24,24,159,14,0,flexible
2012.0,1,1.0,1,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,18,85.0,2,10.0,2,1,15,42,42,231,19,0,moderate
2013.0,1,2.0,1,1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,8,68.0,1,0.0,1,1,9,30,48,302,183,0,strict
2015.0,0,2.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,11,100.0,1,10.0,1,1,29,59,89,364,4,0,flexible
2013.0,0,1.0,1,0,House,Entire home/apt,12,2.0,4.0,6.0,Real Bed,13,495.0,1,0.0,2,1,26,56,86,359,40,0,moderate
2011.0,1,2.0,1,1,House,Private room,2,2.0,1.0,2.0,Real Bed,19,115.0,2,25.0,2,1,19,37,67,336,22,0,strict
2014.0,0,2.0,1,1,House,Private room,2,1.0,1.0,1.0,Real Bed,14,85.0,1,0.0,1,1,20,34,64,339,0,0,moderate
2015.0,0,1.0,1,0,House,Private room,2,1.0,1.0,1.0,Real Bed,10,100.0,1,20.0,1,1,28,58,88,363,5,0,flexible
2011.0,0,4.0,1,0,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,10,85.0,1,0.0,3,1,28,58,88,363,0,0,strict
2014.0,0,1.0,1,0,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,11,300.0,1,0.0,1,1,30,60,90,365,0,1,flexible
2012.0,0,11.0,1,1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,21,85.0,1,0.0,1,1,0,0,0,189,1,0,moderate
2015.0,0,1.0,1,1,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,12,500.0,1,0.0,3,1,28,58,88,363,2,0,strict
2014.0,0,7.0,1,1,Camper/RV,Entire home/apt,16,5.0,7.0,12.0,Real Bed,16,1350.0,11,100.0,2,1,20,41,67,322,12,0,strict
2015.0,0,1.0,1,0,Apartment,Entire home/apt,3,1.0,0.0,1.0,Real Bed,10,100.0,1,0.0,1,1,5,15,45,320,0,0,moderate
2011.0,0,19.0,1,1,Chalet,Entire home/apt,3,1.0,0.0,1.0,Real Bed,12,155.0,1,0.0,2,1,15,45,75,350,1,0,strict
2011.0,1,4.0,1,0,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,10,60.0,1,10.0,2,1,15,15,15,15,157,0,strict
2014.0,0,1.0,1,1,House,Entire home/apt,4,1.0,2.0,2.0,Real Bed,15,300.0,4,10.0,3,1,4,7,37,306,1,0,strict
2015.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,7,200.0,1,0.0,1,1,0,0,0,253,0,0,flexible
2013.0,1,9.0,1,1,House,Entire home/apt,5,1.0,2.0,3.0,Real Bed,16,125.0,4,0.0,1,1,10,10,10,21,29,0,strict
2014.0,0,1.0,1,0,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,11,400.0,1,0.0,2,1,30,60,90,365,3,0,strict
2015.0,0,1.0,1,1,Apartment,Entire home/apt,4,1.0,0.0,1.0,Real Bed,18,80.0,2,25.0,1,1,20,50,80,355,5,0,strict
2012.0,0,14.0,1,0,House,Entire home/apt,8,2.0,3.0,4.0,Real Bed,16,315.0,5,25.0,3,1,30,60,90,365,3,0,strict
2012.0,0,7.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,14,170.0,1,0.0,3,1,28,58,88,363,1,0,strict
2012.0,0,2.0,1,1,House,Entire home/apt,10,3.0,5.0,7.0,Real Bed,14,800.0,0,0.0,3,1,30,60,90,361,6,0,moderate
2012.0,0,1.0,1,0,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,10,400.0,1,100.0,1,1,2,2,2,18,0,0,flexible
2012.0,0,1.0,1,1,Apartment,Entire home/apt,2,1.0,2.0,2.0,Real Bed,15,85.0,2,50.0,5,1,28,58,88,363,2,0,strict
2014.0,0,1.0,1,0,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,14,250.0,1,0.0,1,1,30,60,90,365,0,0,flexible
2015.0,0,1.0,1,1,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,16,90.0,1,0.0,1,1,0,3,33,308,0,0,flexible
2011.0,0,4.0,1,0,House,Entire home/apt,6,1.0,2.0,2.0,Real Bed,16,130.0,1,0.0,3,1,24,54,84,359,1,0,strict
2012.0,0,3.0,1,0,House,Entire home/apt,6,2.5,3.0,3.0,Real Bed,10,750.0,1,0.0,5,1,0,0,0,213,0,0,strict
2012.0,0,1.0,1,1,Apartment,Entire home/apt,6,1.0,1.0,3.0,Real Bed,17,250.0,4,0.0,2,1,10,32,38,93,2,0,moderate
2011.0,0,4.0,1,0,Loft,Entire home/apt,4,1.0,0.0,2.0,Real Bed,1,105.0,1,0.0,3,1,28,58,88,363,0,0,strict
2011.0,0,1.0,1,1,House,Entire home/apt,6,2.0,2.0,4.0,Real Bed,22,239.0,5,30.0,2,1,20,43,73,340,48,0,moderate
2014.0,0,26.0,1,0,House,Entire home/apt,8,2.5,3.0,3.0,Real Bed,14,230.0,4,11.0,2,1,30,60,90,365,0,0,strict
2013.0,0,1.0,1,1,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,13,200.0,1,0.0,1,1,19,33,63,338,4,0,moderate
2015.0,0,1.0,1,0,Loft,Entire home/apt,4,1.5,1.0,1.0,Real Bed,18,350.0,1,0.0,2,1,30,60,90,358,0,0,strict
2013.0,0,1.0,1,0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Real Bed,8,145.0,1,50.0,1,1,6,36,66,341,10,0,flexible
